time_s,body_index,body_name,mass_kg,body_com_x_m,body_com_y_m,body_com_z_m,contribution_x_m,contribution_y_m,contribution_z_m,mass_fraction,valid_for_total_com
1.5083333333333304,0,base_link,1.3484421968460083,-0.0275347288697958,-0.1219761073589325,0.1828731894493103,-0.01266829838416435,-0.05611930050478399,0.08413709615092568,0.4600843699630843,True
1.5083333333333304,1,front_left_upper,0.12063051015138626,0.2064966857433319,0.029421299695968628,0.20802384614944458,0.008499148066429167,0.0012109442896029604,0.0085620040990382,0.04115876260112624,True
1.5083333333333304,2,front_right_upper,0.12198812514543533,0.20714667439460754,-0.2704777121543884,0.20821794867515564,0.00862185405545654,-0.011257817033579313,0.008666442608602486,0.041621976701552994,True
1.5083333333333304,3,rear_left_upper,0.12198812514543533,-0.2616485357284546,0.026673143729567528,0.20631270110607147,-0.010890329258085195,0.001110188966869234,0.008587142438671374,0.041621976701552994,True
1.5083333333333304,4,rear_right_upper,0.12198812514543533,-0.26072701811790466,-0.27322545647621155,0.2065402716398239,-0.010851973873568814,-0.01137218358372406,0.008596614374125178,0.041621976701552994,True
1.5083333333333304,5,front_left_bot,0.2142179161310196,0.2546089291572571,0.035204704850912094,0.10896527767181396,0.01860949404785197,0.0025731294952927243,0.007964326675297834,0.07309050043707607,True
1.5083333333333304,6,front_right_bot,0.2146543711423874,0.2569870352745056,-0.27448731660842896,0.10933084785938263,0.01882158078331634,-0.020103291195304105,0.008007327618281528,0.07323941755743323,True
1.5083333333333304,7,rear_left_bot,0.2146543711423874,-0.30950284004211426,0.030153367668390274,0.1099354475736618,-0.02266780773705587,0.002208415085428042,0.008051608149210725,0.07323941755743323,True
1.5083333333333304,8,rear_right_bot,0.2142179161310196,-0.3109326958656311,-0.2790223956108093,0.10991929471492767,-0.022726226343068152,-0.02039388652834587,0.008034056258404514,0.07309050043707607,True
1.5083333333333304,9,front_left_wheel,0.059519216418266296,0.24919261038303375,0.09066087007522583,0.04895090311765671,0.0050605475469324025,0.0018411205812111765,0.0009940839429845678,0.020307775335527967,True
1.5083333333333304,10,front_right_wheel,0.059519216418266296,0.25280076265335083,-0.32998111844062805,0.049159057438373566,0.005133821092614377,-0.006701182418258519,0.0009983110941648053,0.020307775335527967,True
1.5083333333333304,11,rear_left_wheel,0.059519216418266296,-0.3040298819541931,0.08417399227619171,0.04986869916319847,-0.006174170538012841,0.0017093865242393674,0.001012722338881266,0.020307775335527967,True
1.5083333333333304,12,rear_right_wheel,0.059519216418266296,-0.3066418170928955,-0.3344866931438446,0.04981733858585358,-0.006227213130000581,-0.006792680617088879,0.001011679319815443,0.020307775335527967,True
1.5166666666666637,0,base_link,1.3484421968460083,-0.027538446709513664,-0.12197620421648026,0.182872012257576,-0.012670008904108566,-0.05611934506742783,0.08413655454340828,0.4600843699630843,True
1.5166666666666637,1,front_left_upper,0.12063051015138626,0.20649293065071106,0.029421240091323853,0.208023339509964,0.008498993511463441,0.0012109418363495362,0.008561983246384092,0.04115876260112624,True
1.5166666666666637,2,front_right_upper,0.12198812514543533,0.20714297890663147,-0.2704777419567108,0.20821763575077057,0.0086217002419421,-0.011257818274010881,0.00866642958407102,0.041621976701552994,True
